id,dataset_index,competition_name,summary_file_path
dataset-75-summary,75,Multi-modal Image and Text Tag Association Challenge,datasets/75/problem_summary.md
dataset-81-summary,81,Author-Paper Identification Challenge (Binary Classification with Ranking),datasets/81/problem_summary.md
dataset-313-summary,313,Santander Customer Transaction Prediction,datasets/313/problem_summary.md
dataset-121-summary,121,Schizophrenia Diagnosis from Multimodal MRI Features,datasets/121/problem_summary.md
dataset-545-summary,545,Neutrino Direction Reconstruction with IceCube Data,datasets/545/problem_summary.md
dataset-119-summary,119,Greek Media Monitoring Multilabel Classification (WISE 2014),datasets/119/problem_summary.md
dataset-86-summary,86,Multi-modal Gesture Recognition from Kinect Data,datasets/86/problem_summary.md
dataset-72-summary,72,Predicting Bulldozer Auction Prices,datasets/72/problem_summary.md
dataset-589-summary,589,Multi-Class Prediction of Cirrhosis Outcomes,datasets/589/problem_summary.md
dataset-542-summary,542,Regression with a Tabular Media Campaign Cost Dataset,datasets/542/problem_summary.md
dataset-126-summary,126,Higgs Boson Signal Detection Challenge,datasets/126/problem_summary.md
dataset-314-summary,314,Floor Surface Classification for Robot Navigation,datasets/314/problem_summary.md
dataset-44-summary,44,Binary Classification of Type 2 Diabetes from Electronic Health Records,datasets/44/problem_summary.md
dataset-110-summary,110,Galaxy Morphology Classification Challenge,datasets/110/problem_summary.md
dataset-322-summary,322,Landmark Image Retrieval Challenge,datasets/322/problem_summary.md
dataset-574-summary,574,Evaluating Student Summaries with NLP,datasets/574/problem_summary.md
dataset-580-summary,580,Binary Prediction of Smoker Status using Bio-Signals,datasets/580/problem_summary.md
dataset-43-summary,43,Multi-Class Source Code File Classification,datasets/43/problem_summary.md
dataset-128-summary,128,Multi-class Image Classification on CIFAR-10 Dataset,datasets/128/problem_summary.md
dataset-587-summary,587,Predicting RNA Structure via Chemical Reactivity Profiles,datasets/587/problem_summary.md
dataset-573-summary,573,LLM Science Exam: Answering Multiple-Choice Science Questions Generated by LLMs,datasets/573/problem_summary.md
dataset-88-summary,88,Causal Relationship Detection in Variable Pairs,datasets/88/problem_summary.md
dataset-325-summary,325,Fine-Grained Species Classification in Natural Images,datasets/325/problem_summary.md
dataset-117-summary,117,Predicting Credit Default Risk,datasets/117/problem_summary.md
dataset-508-summary,508,Multi-Organ Functional Tissue Unit Segmentation in Histology Images,datasets/508/problem_summary.md
dataset-198-summary,198,Avito Duplicate Ads Detection,datasets/198/problem_summary.md
dataset-361-summary,361,Question Answering on Wikipedia Articles with TensorFlow 2.0,datasets/361/problem_summary.md
dataset-153-summary,153,Predicting Altruism Through Free Pizza Requests,datasets/153/problem_summary.md
dataset-537-summary,537,NFL Player Contact Detection from Sensor and Video Data,datasets/537/problem_summary.md
dataset-38-summary,38,Psychopathy Prediction from Twitter Usage,datasets/38/problem_summary.md
dataset-395-summary,395,Open Images Object Detection Challenge,datasets/395/problem_summary.md
dataset-359-summary,359,Predicting Vehicle Pose from Single Images for Autonomous Driving,datasets/359/problem_summary.md
dataset-392-summary,392,Prostate Cancer Grade Assessment (PANDA) Challenge,datasets/392/problem_summary.md
dataset-530-summary,530,Binary Classification with a Tabular Employee Attrition Dataset,datasets/530/problem_summary.md
dataset-154-summary,154,Binary Classification of Online Auction Bidders: Human or Robot?,datasets/154/problem_summary.md
dataset-366-summary,366,Emissions Factor Calculation Using Remote Sensing Data,datasets/366/problem_summary.md
dataset-36-summary,36,Predicting Biological Response from Molecular Descriptors,datasets/36/problem_summary.md
dataset-539-summary,539,Regression with a Tabular Concrete Strength Dataset,datasets/539/problem_summary.md
dataset-196-summary,196,Satellite Image Chronology Prediction,datasets/196/problem_summary.md
dataset-162-summary,162,Predicting Closed Questions on Stack Overflow,datasets/162/problem_summary.md
dataset-350-summary,350,2019 Kaggle Machine Learning & Data Science Survey Analysis Challenge,datasets/350/problem_summary.md
dataset-506-summary,506,Binary Classification for Product Failure Prediction,datasets/506/problem_summary.md
dataset-368-summary,368,COVID-19 Global Forecasting (Week 1),datasets/368/problem_summary.md
dataset-31-summary,31,Hourly Air Quality Prediction for Early Warning Systems,datasets/31/problem_summary.md
dataset-501-summary,501,Multi-Agent Strategy Game for Kore Mineral Mining,datasets/501/problem_summary.md
dataset-357-summary,357,Santa's Workshop Tour Scheduling Optimization,datasets/357/problem_summary.md
dataset-165-summary,165,EEG-Based Hand Motion Detection in Grasp-and-Lift Tasks,datasets/165/problem_summary.md
dataset-191-summary,191,Predicting Search Relevance for Home Depot Products,datasets/191/problem_summary.md
dataset-555-summary,555,Parkinson's Freezing of Gait Detection from Wearable Sensor Data,datasets/555/problem_summary.md
dataset-131-summary,131,Multi-label Text Classification for Document Text Blocks,datasets/131/problem_summary.md
dataset-303-summary,303,Quora Insincere Questions Classification,datasets/303/problem_summary.md
dataset-91-summary,91,Appliance-Level Energy Disaggregation Using EMI Signatures,datasets/91/problem_summary.md
dataset-65-summary,65,Binary Classification for Email Spam Detection,datasets/65/problem_summary.md
dataset-304-summary,304,Predicting Customer Revenue with Google Analytics Data,datasets/304/problem_summary.md
dataset-136-summary,136,EEG-Based Error Detection in P300-Speller Brain-Computer Interface,datasets/136/problem_summary.md
dataset-552-summary,552,Out-of-Sample Detection in Deep Ocean Imagery,datasets/552/problem_summary.md
dataset-62-summary,62,Visualizing Kaggle Leaderboard Dynamics,datasets/62/problem_summary.md
dataset-599-summary,599,Steel Plate Defect Prediction,datasets/599/problem_summary.md
dataset-96-summary,96,Accelerometer-Based User Identification,datasets/96/problem_summary.md
dataset-109-summary,109,Predicting Pseudorandom Numbers,datasets/109/problem_summary.md
dataset-590-summary,590,Ovarian Cancer Subtype Classification from Histopathology Images,datasets/590/problem_summary.md
dataset-564-summary,564,AI Research Essay Competition on ML Advancements,datasets/564/problem_summary.md
dataset-332-summary,332,Predicting Stock Movements Using News Analytics,datasets/332/problem_summary.md
dataset-100-summary,100,Keyword Extraction from Stack Exchange Questions,datasets/100/problem_summary.md
dataset-54-summary,54,Predicting Closed Questions on Stack Overflow,datasets/54/problem_summary.md
dataset-107-summary,107,Loan Default and Loss Severity Prediction,datasets/107/problem_summary.md
dataset-335-summary,335,Predicting Molecular Magnetic Interactions (Scalar Coupling Constants),datasets/335/problem_summary.md
dataset-563-summary,563,Multi-Label Classification with an Enzyme Substrate Dataset,datasets/563/problem_summary.md
dataset-98-summary,98,Predicting Citizen Engagement with 311 Issues,datasets/98/problem_summary.md
dataset-597-summary,597,Multi-Class Prediction of Obesity Risk,datasets/597/problem_summary.md
dataset-138-summary,138,Driver Telematics Fingerprint Identification,datasets/138/problem_summary.md
dataset-53-summary,53,Hierarchical Load Forecasting for US Utility Zones,datasets/53/problem_summary.md
dataset-30-summary,30,Arabic Writer Identification from Handwritten Documents,datasets/30/problem_summary.md
dataset-369-summary,369,ImageNet Object Localization Challenge,datasets/369/problem_summary.md
dataset-190-summary,190,Binary Classification for Insurance Claim Acceleration,datasets/190/problem_summary.md
dataset-500-summary,500,Financial Market Return Rate Prediction,datasets/500/problem_summary.md
dataset-164-summary,164,Predicting Property Hazard Scores for Insurance Inspections,datasets/164/problem_summary.md
dataset-356-summary,356,Predicting NFL Rushing Yards with Player Tracking Data,datasets/356/problem_summary.md
dataset-538-summary,538,Regression with a Tabular Gemstone Price Dataset,datasets/538/problem_summary.md
dataset-37-summary,37,Personality Prediction from Twitter Usage Data,datasets/37/problem_summary.md
dataset-351-summary,351,Binary Classification with Categorical Feature Encoding,datasets/351/problem_summary.md
dataset-163-summary,163,Cross-Device User Identification Challenge,datasets/163/problem_summary.md
dataset-507-summary,507,AI Village Capture the Flag @ DEFCON,datasets/507/problem_summary.md
dataset-197-summary,197,Predicting Check-Ins in a Simulated Geographic Environment,datasets/197/problem_summary.md
dataset-358-summary,358,Santa 2019 - Revenge of the Accountants - Workshop Scheduling Optimization,datasets/358/problem_summary.md
dataset-531-summary,531,Binary Classification with a Tabular Credit Card Fraud Dataset,datasets/531/problem_summary.md
dataset-367-summary,367,COVID-19 Cumulative Case and Fatality Forecasting in California,datasets/367/problem_summary.md
dataset-155-summary,155,Predicting West Nile Virus Presence in Mosquitoes,datasets/155/problem_summary.md
dataset-393-summary,393,Photo Slideshow Optimization with Tag-Based Transitions,datasets/393/problem_summary.md
dataset-199-summary,199,Shelter Animal Outcome Prediction,datasets/199/problem_summary.md
dataset-509-summary,509,Book Sales Forecasting Across Countries and Stores,datasets/509/problem_summary.md
dataset-39-summary,39,Online Product Sales Prediction,datasets/39/problem_summary.md
dataset-394-summary,394,Instance Segmentation on Open Images Dataset (RVC 2020),datasets/394/problem_summary.md
dataset-152-summary,152,Poker Hand Classification via Rule Induction,datasets/152/problem_summary.md
dataset-360-summary,360,Predicting Early Childhood Learning Outcomes from Gameplay Data,datasets/360/problem_summary.md
dataset-536-summary,536,Binary Classification with a Tabular Reservation Cancellation Dataset,datasets/536/problem_summary.md
dataset-596-summary,596,3D Blood Vessel Segmentation in Human Kidney Scans,datasets/596/problem_summary.md
dataset-334-summary,334,Generative Dog Image Creation with GANs,datasets/334/problem_summary.md
dataset-106-summary,106,"Flu Forecasting: Predicting Occurrence, Peak, and Severity",datasets/106/problem_summary.md
dataset-99-summary,99,Multi-label Classification of Weather-related Tweets,datasets/99/problem_summary.md
dataset-562-summary,562,Predicting Student Performance from Game Play Logs,datasets/562/problem_summary.md
dataset-52-summary,52,Wind Power Forecasting with 48-Hour Horizon for 7 Wind Farms,datasets/52/problem_summary.md
dataset-139-summary,139,Multi-class Plankton Image Classification for Ocean Health Assessment,datasets/139/problem_summary.md
dataset-565-summary,565,Instance Segmentation of Kidney Microvasculature in Histology Images,datasets/565/problem_summary.md
dataset-101-summary,101,Predicting Insurance Customer Churn,datasets/101/problem_summary.md
dataset-333-summary,333,Kinship Verification from Facial Images,datasets/333/problem_summary.md
dataset-591-summary,591,NFL Tackling Strategy and Performance Analysis,datasets/591/problem_summary.md
dataset-55-summary,55,Predicting Census Mail Return Rates at Block Group Level,datasets/55/problem_summary.md
dataset-137-summary,137,Sentiment Analysis on Movie Reviews,datasets/137/problem_summary.md
dataset-305-summary,305,Predicting Customer Loyalty Scores for Merchant Recommendations,datasets/305/problem_summary.md
dataset-553-summary,553,Bird Species Identification from Audio Recordings,datasets/553/problem_summary.md
dataset-97-summary,97,Multi-label Bird Species Classification from Audio Recordings,datasets/97/problem_summary.md
dataset-108-summary,108,Predicting Malfunctional Components in ASUS Notebooks,datasets/108/problem_summary.md
dataset-598-summary,598,Predicting Stock Closing Price Movements Using Auction and Order Book Data,datasets/598/problem_summary.md
dataset-63-summary,63,Event Recommendation Engine Challenge,datasets/63/problem_summary.md
dataset-554-summary,554,Feature Imputation with a Heat Flux Dataset,datasets/554/problem_summary.md
dataset-302-summary,302,Predicting Pilot Cognitive States from Physiological Data,datasets/302/problem_summary.md
dataset-130-summary,130,Predicting Social Circles in Networks,datasets/130/problem_summary.md
dataset-64-summary,64,Binary Classification with AUC Evaluation at Strata 2013,datasets/64/problem_summary.md
dataset-90-summary,90,Predicting Short-Term Stock Price Movements with News and Sentiment Data,datasets/90/problem_summary.md
dataset-419-summary,419,Multi-label Audio Classification of Bird and Frog Species in Rainforest Recordings,datasets/419/problem_summary.md
dataset-270-summary,270,Fine-Grained Image Classification of Furniture and Home Goods,datasets/270/problem_summary.md
dataset-426-summary,426,Binary Classification with Synthetic Insurance Claim Data,datasets/426/problem_summary.md
dataset-614-summary,614,Predicting Academic Risk of Students in Higher Education,datasets/614/problem_summary.md
dataset-284-summary,284,Movie Review Sentiment Analysis (Kernels Only),datasets/284/problem_summary.md
dataset-248-summary,248,Threat Detection in Passenger Body Scans,datasets/248/problem_summary.md
dataset-283-summary,283,Costa Rican Household Poverty Level Prediction,datasets/283/problem_summary.md
dataset-613-summary,613,AI Mathematical Olympiad Problem Solving,datasets/613/problem_summary.md
dataset-421-summary,421,"Rock, Paper, Scissors AI Agent Competition",datasets/421/problem_summary.md
dataset-277-summary,277,Compact Video Classification with YouTube-8M Dataset,datasets/277/problem_summary.md
dataset-428-summary,428,NCAA Women's Basketball Tournament Outcome Prediction,datasets/428/problem_summary.md
dataset-241-summary,241,Genetic Mutation Classification for Personalized Cancer Treatment,datasets/241/problem_summary.md
dataset-625-summary,625,Multi-class Classification of Lumbar Spine Degenerative Conditions from MRI Scans,datasets/625/problem_summary.md
dataset-417-summary,417,Regression with Tabular Playground Series - Jan 2021,datasets/417/problem_summary.md
dataset-279-summary,279,Santander Transaction Value Prediction,datasets/279/problem_summary.md
dataset-410-summary,410,Drone Delivery Fleet Optimization,datasets/410/problem_summary.md
dataset-622-summary,622,Binary Prediction of Poisonous Mushrooms,datasets/622/problem_summary.md
dataset-246-summary,246,Multi-class Image Classification for E-commerce Products,datasets/246/problem_summary.md
dataset-444-summary,444,Multiclass Classification of eCommerce Product Categories,datasets/444/problem_summary.md
dataset-212-summary,212,Character Recognition in Google Street View Images with Julia,datasets/212/problem_summary.md
dataset-215-summary,215,Optimizing Gift Bag Packing with Uncertain Weights,datasets/215/problem_summary.md
dataset-443-summary,443,Identifying Dataset Mentions in Scientific Publications,datasets/443/problem_summary.md
dataset-488-summary,488,Location-Based Species Presence Prediction with Multi-Modal Data,datasets/488/problem_summary.md
dataset-481-summary,481,Predicting NCAA Men's Basketball Tournament Outcomes,datasets/481/problem_summary.md
dataset-475-summary,475,Ranking Toxic Comment Severity,datasets/475/problem_summary.md
dataset-223-summary,223,Fish Species Classification from Boat Camera Images,datasets/223/problem_summary.md
dataset-224-summary,224,Predicting Rental Listing Interest Levels,datasets/224/problem_summary.md
dataset-640-summary,640,Backpack Price Prediction Challenge,datasets/640/problem_summary.md
dataset-472-summary,472,Optimizing Movie Permutation Schedules for SantaTV+,datasets/472/problem_summary.md
dataset-486-summary,486,Cryptocurrency Price Return Forecasting with High-Frequency Market Data,datasets/486/problem_summary.md
dataset-278-summary,278,Particle Tracking in CERN Detectors,datasets/278/problem_summary.md
dataset-623-summary,623,Binary Classification of Skin Cancer Lesions from 3D Total Body Photos,datasets/623/problem_summary.md
dataset-411-summary,411,Reinforcement Learning for Halite Resource Management,datasets/411/problem_summary.md
dataset-247-summary,247,Spooky Author Identification,datasets/247/problem_summary.md
dataset-429-summary,429,Predicting NCAA Men's Basketball Tournament Point Spreads,datasets/429/problem_summary.md
dataset-240-summary,240,Non-targeted Adversarial Attack on Image Classification Models,datasets/240/problem_summary.md
dataset-416-summary,416,Predicting Student Answer Correctness with Knowledge Tracing,datasets/416/problem_summary.md
dataset-624-summary,624,Regression of Used Car Prices,datasets/624/problem_summary.md
dataset-249-summary,249,Predicting Subscription Churn for a Music Streaming Service,datasets/249/problem_summary.md
dataset-420-summary,420,Cassava Leaf Disease Classification,datasets/420/problem_summary.md
dataset-612-summary,612,Bird Species Identification from Audio in the Western Ghats,datasets/612/problem_summary.md
dataset-276-summary,276,Audio Tagging in Diverse Real-World Environments,datasets/276/problem_summary.md
dataset-282-summary,282,Visual Relationship Detection in Images,datasets/282/problem_summary.md
dataset-418-summary,418,Time Series Forecasting for Water Availability in Diverse Waterbodies,datasets/418/problem_summary.md
dataset-285-summary,285,Detecting Rare Particle Decay τ → μμμ in Physics Data,datasets/285/problem_summary.md
dataset-271-summary,271,Multi-label Fashion Image Classification Challenge,datasets/271/problem_summary.md
dataset-615-summary,615,Automated Essay Scoring for Student Learning Outcomes,datasets/615/problem_summary.md
dataset-427-summary,427,Predicting NCAA Women's Basketball Tournament Point Spreads,datasets/427/problem_summary.md
dataset-487-summary,487,Personalized Fashion Recommendations for H&M Customers,datasets/487/problem_summary.md
dataset-225-summary,225,Video Tag Prediction with YouTube-8M Dataset,datasets/225/problem_summary.md
dataset-473-summary,473,Predicting Pet Photo Popularity with Image and Metadata Analysis,datasets/473/problem_summary.md
dataset-641-summary,641,Adversarial Essay Generation for LLM Judge Disagreement,datasets/641/problem_summary.md
dataset-646-summary,646,Binary Prediction with a Rainfall Dataset,datasets/646/problem_summary.md
dataset-474-summary,474,Time Series Forecasting for Store Sales,datasets/474/problem_summary.md
dataset-222-summary,222,Lung Cancer Detection from CT Scans,datasets/222/problem_summary.md
dataset-480-summary,480,Predicting NCAA Women's Basketball Tournament Outcomes,datasets/480/problem_summary.md
dataset-214-summary,214,Predicting Click-through Rates for Content Recommendations,datasets/214/problem_summary.md
dataset-442-summary,442,Chemical Image to InChI Text Translation,datasets/442/problem_summary.md
dataset-489-summary,489,Bird Species Identification in Audio Recordings,datasets/489/problem_summary.md
dataset-445-summary,445,Multi-Target Time Series Regression for Air Pollution Prediction,datasets/445/problem_summary.md
dataset-213-summary,213,Facial Keypoints Detection in Images,datasets/213/problem_summary.md
dataset-458-summary,458,Landmark Image Retrieval Challenge,datasets/458/problem_summary.md
dataset-493-summary,493,Fine-Grained Classification of North American Vascular Plants from Herbarium Specimens,datasets/493/problem_summary.md
dataset-231-summary,231,"Fine-Grained Image Classification of 5,000 Species",datasets/231/problem_summary.md
dataset-467-summary,467,Lux AI Challenge: Resource Gathering and Survival Simulation,datasets/467/problem_summary.md
dataset-209-summary,209,Seizure Prediction from Human Intracranial EEG Data,datasets/209/problem_summary.md
dataset-460-summary,460,Binary Classification with Synthetic Molecular Response Data,datasets/460/problem_summary.md
dataset-236-summary,236,New York City Taxi Trip Duration Prediction,datasets/236/problem_summary.md
dataset-494-summary,494,Binary Classification with Manufacturing Control Data,datasets/494/problem_summary.md
dataset-469-summary,469,Multiclass Classification of Forest Cover Types,datasets/469/problem_summary.md
dataset-200-summary,200,Multi-class Classification of Distracted Driver Behaviors from Dashboard Camera Images,datasets/200/problem_summary.md
dataset-456-summary,456,Analyzing COVID-19 Impact on Digital Learning Engagement,datasets/456/problem_summary.md
dataset-238-summary,238,Defense Against Adversarial Attacks on Image Classification,datasets/238/problem_summary.md
dataset-451-summary,451,Quantitative Trading Strategy Prediction with Market Data,datasets/451/problem_summary.md
dataset-207-summary,207,Predicting Manufacturing Failures in Bosch Production Lines,datasets/207/problem_summary.md
dataset-405-summary,405,Motion Prediction for Autonomous Vehicles,datasets/405/problem_summary.md
dataset-637-summary,637,Forecasting Sticker Sales,datasets/637/problem_summary.md
dataset-253-summary,253,Grocery Sales Forecasting for a Large Retail Chain,datasets/253/problem_summary.md
dataset-298-summary,298,Traveling Santa Route Optimization with Prime City Constraints,datasets/298/problem_summary.md
dataset-608-summary,608,Credit Risk Prediction with Stability Focus,datasets/608/problem_summary.md
dataset-254-summary,254,Speech Command Recognition with TensorFlow,datasets/254/problem_summary.md
dataset-630-summary,630,Creative Use Cases for Gemini's Long Context Window,datasets/630/problem_summary.md
dataset-402-summary,402,Predicting mRNA Vaccine Degradation Rates for COVID-19,datasets/402/problem_summary.md
dataset-606-summary,606,Predicting Abalone Age from Physical Measurements,datasets/606/problem_summary.md
dataset-434-summary,434,Human Protein Atlas - Single Cell Image Classification,datasets/434/problem_summary.md
dataset-262-summary,262,Multi-label Classification of Toxic Online Comments,datasets/262/problem_summary.md
dataset-296-summary,296,PLAsTiCC Astronomical Time-Series Classification,datasets/296/problem_summary.md
dataset-639-summary,639,3D Protein Complex Detection in CryoET Tomograms,datasets/639/problem_summary.md
dataset-291-summary,291,Pneumonia Detection in Chest Radiographs with Bounding Box Localization,datasets/291/problem_summary.md
dataset-265-summary,265,Nuclei Segmentation in Diverse Microscopy Images,datasets/265/problem_summary.md
dataset-433-summary,433,Glomeruli Segmentation in Kidney Tissue Images,datasets/433/problem_summary.md
dataset-601-summary,601,Predicting NCAA Basketball Tournament Outcomes with Bracket Portfolios,datasets/601/problem_summary.md
dataset-239-summary,239,Targeted Adversarial Attack on Image Classifiers,datasets/239/problem_summary.md
dataset-450-summary,450,E.T. Signal Detection in Radio Telescope Data,datasets/450/problem_summary.md
dataset-206-summary,206,Painter by Numbers: Identifying Artists from Painting Pairs,datasets/206/problem_summary.md
dataset-468-summary,468,Neuronal Cell Instance Segmentation in Microscopy Images,datasets/468/problem_summary.md
dataset-201-summary,201,Ultrasound Nerve Segmentation in Ultrasound Images,datasets/201/problem_summary.md
dataset-457-summary,457,Landmark Recognition in Images,datasets/457/problem_summary.md
dataset-208-summary,208,Multiclass Classification of Monster Types,datasets/208/problem_summary.md
dataset-495-summary,495,Image Matching Challenge 2022,datasets/495/problem_summary.md
dataset-461-summary,461,Computer Vision - Helmet Assignment in NFL Video Footage,datasets/461/problem_summary.md
dataset-237-summary,237,Car Image Segmentation Challenge,datasets/237/problem_summary.md
dataset-459-summary,459,Brain Tumor Radiogenomic Classification from MRI Scans,datasets/459/problem_summary.md
dataset-230-summary,230,Multi-label Image Classification for Apparel Attributes,datasets/230/problem_summary.md
dataset-466-summary,466,Wikipedia Image-to-Caption Matching,datasets/466/problem_summary.md
dataset-492-summary,492,Animal Counting in Camera Trap Image Sequences,datasets/492/problem_summary.md
dataset-264-summary,264,Predicting NCAA March Madness Tournament Outcomes,datasets/264/problem_summary.md
dataset-600-summary,600,Multi-class Classification of Harmful Brain Activity from EEG Signals,datasets/600/problem_summary.md
dataset-432-summary,432,Product Matching via Image and Text Data,datasets/432/problem_summary.md
dataset-290-summary,290,TGS Salt Identification Challenge,datasets/290/problem_summary.md
dataset-297-summary,297,NFL Punt Player Safety Analytics Competition,datasets/297/problem_summary.md
dataset-435-summary,435,Indoor Smartphone Positioning with Sensor Data,datasets/435/problem_summary.md
dataset-607-summary,607,Multi-Label Plant Species Prediction from Geospatial and Environmental Data,datasets/607/problem_summary.md
dataset-263-summary,263,Predicting NCAA Women's Basketball Tournament Outcomes,datasets/263/problem_summary.md
dataset-638-summary,638,Text Descrambling with Perplexity Optimization,datasets/638/problem_summary.md
dataset-255-summary,255,Binary Classification of Satellite Images for Iceberg Detection,datasets/255/problem_summary.md
dataset-403-summary,403,Predicting Pulmonary Fibrosis Progression from CT Scans,datasets/403/problem_summary.md
dataset-631-summary,631,Predicting MCTS Variant Performance in Board Games,datasets/631/problem_summary.md
dataset-636-summary,636,Fine-Tuning Gemma for Multilingual and Cultural Adaptation,datasets/636/problem_summary.md
dataset-404-summary,404,Pulmonary Embolism Detection in Chest CT Scans,datasets/404/problem_summary.md
dataset-252-summary,252,Santa Gift Matching Optimization Challenge,datasets/252/problem_summary.md
dataset-609-summary,609,Flood Probability Prediction,datasets/609/problem_summary.md
dataset-299-summary,299,Multi-label Classification of Subcellular Protein Patterns in Microscope Images,datasets/299/problem_summary.md
dataset-46-summary,46,Donor Prospect Ranking for Non-Profit Fundraising,datasets/46/problem_summary.md
dataset-549-summary,549,Reverse Image-to-Prompt Prediction with Stable Diffusion,datasets/549/problem_summary.md
dataset-582-summary,582,Lux AI Season 2 - Multi-Agent Resource Management and Strategy,datasets/582/problem_summary.md
dataset-79-summary,79,Right Whale Call Detection from Audio Recordings,datasets/79/problem_summary.md
dataset-112-summary,112,Large-Scale Hierarchical Multi-Label Text Classification of Wikipedia Documents,datasets/112/problem_summary.md
dataset-320-summary,320,Landmark Recognition in Images with Large-Scale Dataset,datasets/320/problem_summary.md
dataset-576-summary,576,Bengali Speech Recognition from Out-of-Distribution Audio,datasets/576/problem_summary.md
dataset-318-summary,318,Binary Classification with High-Dimensional Tabular Data,datasets/318/problem_summary.md
dataset-41-summary,41,Predicting Music Track Ratings from Listener Profiles and Word Associations,datasets/41/problem_summary.md
dataset-571-summary,571,Data-Centric Random Forest Regression with Synthetic Tabular Data,datasets/571/problem_summary.md
dataset-327-summary,327,Multi-label Audio Tagging with Noisy and Curated Data,datasets/327/problem_summary.md
dataset-115-summary,115,Reconstructing Neural Connectivity from Fluorescence Imaging Data,datasets/115/problem_summary.md
dataset-585-summary,585,Regression with a Mohs Hardness Dataset,datasets/585/problem_summary.md
dataset-83-summary,83,Predicting Employee Access Needs Based on Job Role,datasets/83/problem_summary.md
dataset-578-summary,578,LLM Prompt Design for Real-World Applications,datasets/578/problem_summary.md
dataset-77-summary,77,Facial Expression Recognition from Images,datasets/77/problem_summary.md
dataset-311-summary,311,Predicting NCAA March Madness Outcomes with Historical Basketball Data,datasets/311/problem_summary.md
dataset-123-summary,123,Seizure Detection in Intracranial EEG Recordings,datasets/123/problem_summary.md
dataset-547-summary,547,Multiclass Classification of Vector-Borne Diseases,datasets/547/problem_summary.md
dataset-48-summary,48,Product Mention Identification and Disambiguation in User-Generated Web Content,datasets/48/problem_summary.md
dataset-70-summary,70,Predicting Social Media Influence from Pairwise Comparisons,datasets/70/problem_summary.md
dataset-329-summary,329,Text Analysis for Job Bulletin Optimization in Los Angeles,datasets/329/problem_summary.md
dataset-84-summary,84,MasterCard Transaction Data Cleansing Competition,datasets/84/problem_summary.md
dataset-540-summary,540,Curriculum Recommendation for K-12 Educational Content,datasets/540/problem_summary.md
dataset-124-summary,124,Binary Classification of Illicit Content in Online Ads,datasets/124/problem_summary.md
dataset-316-summary,316,Recommending Career Advice Questions to Professionals,datasets/316/problem_summary.md
dataset-184-summary,184,Multi-class Classification for 8th Grade Science Questions,datasets/184/problem_summary.md
dataset-514-summary,514,Predicting Rocket League Goal Probabilities from Gameplay Snapshots,datasets/514/problem_summary.md
dataset-342-summary,342,Instance Segmentation on Open Images Dataset,datasets/342/problem_summary.md
dataset-170-summary,170,Binary Classification of Rare Particle Decay τ → μμμ,datasets/170/problem_summary.md
dataset-24-summary,24,Predicting Car Auction Lemons (Binary Classification),datasets/24/problem_summary.md
dataset-389-summary,389,M5 Forecasting - Uncertainty: Quantile Regression for Walmart Sales,datasets/389/problem_summary.md
dataset-177-summary,177,Walmart Shopping Trip Type Classification,datasets/177/problem_summary.md
dataset-345-summary,345,Kuzushiji Character Recognition in Historical Japanese Documents,datasets/345/problem_summary.md
dataset-513-summary,513,Cervical Spine Fracture Detection from CT Scans,datasets/513/problem_summary.md
dataset-183-summary,183,Predicting Airbnb New User Booking Destinations,datasets/183/problem_summary.md
dataset-148-summary,148,Probabilistic Rainfall Estimation from Polarimetric Radar Data,datasets/148/problem_summary.md
dataset-23-summary,23,Credit Scoring for Financial Distress Prediction,datasets/23/problem_summary.md
dataset-525-summary,525,Predicting Enzyme Thermostability from Protein Sequences,datasets/525/problem_summary.md
dataset-141-summary,141,Predicting Popularity of New York Times Blog Articles,datasets/141/problem_summary.md
dataset-373-summary,373,COVID-19 Global Forecasting (Time Series Prediction),datasets/373/problem_summary.md
dataset-4-summary,4,Binary Classification of HIV Progression Using Genetic and Clinical Data,datasets/4/problem_summary.md
dataset-387-summary,387,Multilingual Toxic Comment Classification,datasets/387/problem_summary.md
dataset-15-summary,15,Predicting Chess Game Outcomes with Improved Rating Systems,datasets/15/problem_summary.md
dataset-380-summary,380,Wildlife Animal Species Classification in Camera Trap Images,datasets/380/problem_summary.md
dataset-3-summary,3,Predicting World Cup 2010 Team Progression,datasets/3/problem_summary.md
dataset-374-summary,374,Deepfake Detection in Video Data,datasets/374/problem_summary.md
dataset-146-summary,146,Restaurant Revenue Prediction,datasets/146/problem_summary.md
dataset-522-summary,522,Video-Based Event Detection in Football Matches,datasets/522/problem_summary.md
dataset-12-summary,12,Predicting Grant Application Success,datasets/12/problem_summary.md
dataset-179-summary,179,Optimizing Santa's Sleigh Routes to Minimize Reindeer Weariness,datasets/179/problem_summary.md
dataset-328-summary,328,Binary Classification with an Anonymized Tabular Dataset,datasets/328/problem_summary.md
dataset-85-summary,85,Multi-label Bird Species Classification from Audio Recordings,datasets/85/problem_summary.md
dataset-71-summary,71,Gender Prediction from Handwritten Documents,datasets/71/problem_summary.md
dataset-541-summary,541,Binary Classification with a Tabular Pulsar Dataset,datasets/541/problem_summary.md
dataset-317-summary,317,Ciphertext Matching Challenge with Classic Encryption,datasets/317/problem_summary.md
dataset-125-summary,125,Predicting Fire Loss Cost for Insurance Policies,datasets/125/problem_summary.md
